ticket_id,employee_id,category,priority,status,engineer_id,created_at,assigned_at,resolved_at,resolution_notes
T0227,E018,Network,Low,Resolved,IT002,2026-04-06 05:04:00,2026-04-06 05:04:00,2026-04-06 09:04:00,Internet connectivity restored
T0228,E012,Software,Critical,In Progress,IT001,2026-05-24 06:10:00,2026-05-24 07:10:00,,
T0229,E025,Software,Low,In Progress,IT003,2026-07-16 05:12:00,2026-07-16 07:12:00,,
T0230,E044,Access,Medium,Resolved,IT004,2026-01-13 08:47:00,2026-01-13 08:47:00,2026-01-14 22:47:00,Account unlocked
T0231,E046,Hardware,Medium,Resolved,IT005,2026-06-07 02:44:00,2026-06-07 06:44:00,2026-06-08 17:44:00,Keyboard replaced
T0232,E025,Hardware,Medium,Resolved,IT002,2026-01-27 00:20:00,2026-01-27 03:20:00,2026-01-27 06:20:00,Hardware component replaced
T0233,E007,Hardware,Low,Resolved,IT001,2026-03-12 00:12:00,2026-03-12 01:12:00,2026-03-13 19:12:00,Hardware component replaced
T0234,E008,Software,Critical,In Progress,IT005,2026-03-26 00:34:00,2026-03-26 01:34:00,,
T0235,E044,Access,High,Resolved,IT003,2026-03-13 06:51:00,2026-03-13 09:51:00,2026-03-15 02:51:00,Account unlocked
T0236,E038,Hardware,Low,Open,IT002,2026-02-22 02:10:00,2026-02-22 03:10:00,,
T0237,E018,Network,Medium,Resolved,IT002,2026-05-25 03:30:00,2026-05-25 05:30:00,2026-05-26 15:30:00,Wi-Fi connection fixed
T0238,E002,Access,Low,Open,IT004,2026-02-28 04:56:00,2026-02-28 07:56:00,,
T0239,E049,Hardware,Low,Resolved,IT004,2026-08-29 00:45:00,2026-08-29 01:45:00,2026-08-29 16:45:00,Monitor cable replaced
T0240,E027,Hardware,High,In Progress,IT003,2026-05-03 01:47:00,2026-05-03 03:47:00,,
T0241,E028,Software,High,Open,IT001,2026-02-11 05:58:00,2026-02-11 06:58:00,,
T0242,E036,Network,Medium,Resolved,IT005,2026-05-19 02:46:00,2026-05-19 04:46:00,2026-05-19 20:46:00,Network adapter restarted
T0243,E030,Access,Medium,Resolved,IT002,2026-08-16 02:42:00,2026-08-16 02:42:00,2026-08-16 13:42:00,Account unlocked
T0244,E045,Hardware,High,In Progress,IT005,2026-05-03 04:47:00,2026-05-03 08:47:00,,
T0245,E005,Software,Critical,Resolved,IT003,2026-01-18 02:26:00,2026-01-18 03:26:00,2026-01-19 16:26:00,Application issue resolved
T0246,E004,Network,Medium,In Progress,IT001,2026-01-06 05:47:00,2026-01-06 08:47:00,,
T0247,E035,Software,Critical,Resolved,IT004,2026-04-30 01:36:00,2026-04-30 01:36:00,2026-04-30 19:36:00,Application issue resolved
T0248,E025,Hardware,Low,Resolved,IT001,2026-05-16 03:30:00,2026-05-16 07:30:00,2026-05-17 19:30:00,Hardware component replaced
T0249,E007,Software,Medium,Open,IT004,2026-07-20 03:03:00,2026-07-20 07:03:00,,
T0250,E031,Hardware,Critical,Resolved,IT004,2026-02-10 06:54:00,2026-02-10 06:54:00,2026-02-11 19:54:00,Laptop issue fixed
T0251,E017,Network,Critical,Resolved,IT001,2026-08-07 01:30:00,2026-08-07 01:30:00,2026-08-08 08:30:00,VPN configuration fixed
T0252,E006,Software,Low,In Progress,IT003,2026-01-02 08:05:00,2026-01-02 12:05:00,,
T0253,E014,Access,High,Resolved,IT003,2026-02-27 07:06:00,2026-02-27 10:06:00,2026-03-01 03:06:00,User permission updated
T0254,E028,Hardware,High,In Progress,IT004,2026-08-06 02:42:00,2026-08-06 02:42:00,,
T0255,E037,Network,Critical,Resolved,IT005,2026-06-14 04:13:00,2026-06-14 04:13:00,2026-06-14 14:13:00,VPN configuration fixed
T0256,E006,Access,Critical,Open,IT004,2026-04-04 00:03:00,2026-04-04 01:03:00,,
T0257,E002,Hardware,Low,Resolved,IT003,2026-03-10 07:08:00,2026-03-10 10:08:00,2026-03-12 00:08:00,Monitor cable replaced
T0258,E034,Network,Low,In Progress,IT002,2026-04-08 05:26:00,2026-04-08 07:26:00,,
T0259,E020,Software,Critical,In Progress,IT004,2026-06-16 08:48:00,2026-06-16 09:48:00,,
T0260,E002,Network,Medium,Resolved,IT004,2026-03-22 07:48:00,2026-03-22 10:48:00,2026-03-23 05:48:00,Internet connectivity restored
T0261,E034,Network,Medium,Resolved,IT002,2026-02-19 08:16:00,2026-02-19 12:16:00,2026-02-19 19:16:00,Network adapter restarted
T0262,E023,Hardware,Low,Resolved,IT004,2026-08-05 00:45:00,2026-08-05 00:45:00,2026-08-05 08:45:00,Keyboard replaced
T0263,E037,Software,Medium,Open,IT002,2026-01-16 07:05:00,2026-01-16 08:05:00,,
T0264,E047,Access,Critical,Resolved,IT001,2026-01-01 02:01:00,2026-01-01 06:01:00,2026-01-03 03:01:00,Account unlocked
T0265,E023,Hardware,High,Open,IT002,2026-06-29 01:23:00,2026-06-29 04:23:00,,
T0266,E016,Network,Low,Resolved,IT005,2026-03-09 06:53:00,2026-03-09 06:53:00,2026-03-10 04:53:00,Internet connectivity restored
T0267,E023,Software,Medium,Resolved,IT004,2026-07-17 01:54:00,2026-07-17 02:54:00,2026-07-17 17:54:00,Software updated
T0268,E045,Hardware,Low,Resolved,IT005,2026-07-19 07:34:00,2026-07-19 08:34:00,2026-07-20 10:34:00,Laptop issue fixed
T0269,E017,Access,Medium,In Progress,IT005,2026-03-21 02:56:00,2026-03-21 02:56:00,,
T0270,E010,Network,Critical,In Progress,IT003,2026-01-27 08:44:00,2026-01-27 08:44:00,,
T0271,E025,Hardware,High,Resolved,IT004,2026-08-07 01:39:00,2026-08-07 01:39:00,2026-08-08 22:39:00,Hardware component replaced
T0272,E015,Network,Medium,Resolved,IT004,2026-03-07 02:32:00,2026-03-07 02:32:00,2026-03-07 21:32:00,Network adapter restarted
T0273,E001,Access,Low,Resolved,IT003,2026-05-24 00:36:00,2026-05-24 04:36:00,2026-05-25 23:36:00,Password reset
T0274,E010,Software,High,Resolved,IT001,2026-02-09 03:56:00,2026-02-09 05:56:00,2026-02-10 02:56:00,Software updated
T0275,E037,Hardware,High,Open,IT002,2026-08-10 07:00:00,2026-08-10 11:00:00,,
T0276,E042,Access,High,In Progress,IT005,2026-06-30 02:54:00,2026-06-30 04:54:00,,
T0277,E012,Access,Low,Resolved,IT001,2026-07-17 06:58:00,2026-07-17 06:58:00,2026-07-18 06:58:00,Password reset
T0278,E002,Network,High,Resolved,IT005,2026-02-01 08:49:00,2026-02-01 11:49:00,2026-02-03 11:49:00,Network adapter restarted
T0279,E011,Software,Medium,Resolved,IT004,2026-02-01 07:16:00,2026-02-01 09:16:00,2026-02-02 08:16:00,Application reinstalled
T0280,E046,Hardware,High,Resolved,IT002,2026-04-30 03:24:00,2026-04-30 06:24:00,2026-05-01 18:24:00,Monitor cable replaced
T0281,E047,Network,Critical,Open,IT003,2026-08-24 05:49:00,2026-08-24 07:49:00,,
T0282,E024,Software,High,Resolved,IT005,2026-06-26 05:29:00,2026-06-26 06:29:00,2026-06-26 18:29:00,Application reinstalled
T0283,E036,Hardware,High,Resolved,IT001,2026-07-10 07:26:00,2026-07-10 11:26:00,2026-07-11 10:26:00,Hardware component replaced
T0284,E050,Network,High,Resolved,IT001,2026-07-10 03:19:00,2026-07-10 07:19:00,2026-07-11 09:19:00,Wi-Fi connection fixed
T0285,E021,Hardware,Critical,Resolved,IT004,2026-08-23 07:08:00,2026-08-23 10:08:00,2026-08-24 21:08:00,Hardware component replaced
T0286,E030,Hardware,High,Resolved,IT005,2026-03-22 02:41:00,2026-03-22 02:41:00,2026-03-22 10:41:00,Monitor cable replaced
T0287,E046,Software,Critical,Resolved,IT004,2026-02-27 04:42:00,2026-02-27 08:42:00,2026-02-27 18:42:00,Application issue resolved
T0288,E006,Hardware,High,Resolved,IT004,2026-07-13 02:23:00,2026-07-13 02:23:00,2026-07-14 16:23:00,Monitor cable replaced
T0289,E014,Hardware,High,Open,IT001,2026-01-06 01:10:00,2026-01-06 02:10:00,,
T0290,E015,Network,High,In Progress,IT001,2026-01-08 06:36:00,2026-01-08 10:36:00,,
T0291,E010,Hardware,Low,Resolved,IT005,2026-05-11 04:41:00,2026-05-11 06:41:00,2026-05-13 05:41:00,Hardware component replaced
T0292,E002,Hardware,High,In Progress,IT004,2026-08-09 03:30:00,2026-08-09 04:30:00,,
T0293,E014,Software,High,Resolved,IT004,2026-07-18 02:22:00,2026-07-18 02:22:00,2026-07-19 06:22:00,Application issue resolved
T0294,E001,Hardware,Low,Resolved,IT003,2026-01-23 02:59:00,2026-01-23 05:59:00,2026-01-24 05:59:00,Hardware component replaced
T0295,E048,Hardware,Low,Resolved,IT005,2026-06-04 03:24:00,2026-06-04 07:24:00,2026-06-04 19:24:00,Hardware component replaced
T0296,E011,Software,Medium,Resolved,IT003,2026-06-18 06:35:00,2026-06-18 07:35:00,2026-06-19 10:35:00,Application reinstalled
T0297,E009,Software,Medium,Resolved,IT005,2026-06-07 07:33:00,2026-06-07 09:33:00,2026-06-09 06:33:00,Software updated
T0298,E044,Software,Low,Open,IT001,2026-07-15 07:49:00,2026-07-15 11:49:00,,
T0299,E043,Software,Critical,Resolved,IT004,2026-08-19 03:31:00,2026-08-19 03:31:00,2026-08-20 18:31:00,Software updated
T0300,E040,Network,Critical,Resolved,IT002,2026-04-18 03:27:00,2026-04-18 06:27:00,2026-04-18 17:27:00,Network adapter restarted
T0301,E029,Access,High,In Progress,IT002,2026-05-06 01:43:00,2026-05-06 03:43:00,,
T0302,E011,Network,Medium,Resolved,IT001,2026-01-12 03:51:00,2026-01-12 04:51:00,2026-01-12 09:51:00,Wi-Fi connection fixed
T0303,E038,Network,Critical,Resolved,IT003,2026-04-16 05:15:00,2026-04-16 07:15:00,2026-04-16 15:15:00,Internet connectivity restored
T0304,E020,Network,Low,In Progress,IT004,2026-03-11 04:32:00,2026-03-11 04:32:00,,
T0305,E013,Access,High,Resolved,IT001,2026-06-04 06:45:00,2026-06-04 09:45:00,2026-06-04 20:45:00,Access restored
T0306,E025,Hardware,High,Resolved,IT004,2026-04-09 06:01:00,2026-04-09 06:01:00,2026-04-10 08:01:00,Keyboard replaced
T0307,E046,Network,Low,Resolved,IT005,2026-08-29 02:16:00,2026-08-29 04:16:00,2026-08-29 16:16:00,Internet connectivity restored
T0308,E049,Network,Critical,In Progress,IT001,2026-07-13 06:23:00,2026-07-13 09:23:00,,
T0309,E023,Hardware,Medium,Resolved,IT004,2026-06-13 00:04:00,2026-06-13 04:04:00,2026-06-13 06:04:00,Monitor cable replaced
T0310,E015,Hardware,Low,Resolved,IT002,2026-01-19 07:13:00,2026-01-19 11:13:00,2026-01-19 14:13:00,Hardware component replaced
T0311,E024,Hardware,High,Resolved,IT002,2026-02-22 06:13:00,2026-02-22 07:13:00,2026-02-23 08:13:00,Keyboard replaced
T0312,E016,Software,Low,In Progress,IT005,2026-06-14 05:40:00,2026-06-14 09:40:00,,
T0313,E029,Hardware,Medium,Resolved,IT004,2026-08-08 05:24:00,2026-08-08 06:24:00,2026-08-09 06:24:00,Monitor cable replaced
T0314,E037,Software,Medium,Resolved,IT001,2026-06-25 04:13:00,2026-06-25 05:13:00,2026-06-26 16:13:00,Application reinstalled
T0315,E017,Software,Medium,Resolved,IT005,2026-05-26 05:22:00,2026-05-26 06:22:00,2026-05-26 16:22:00,Application issue resolved
T0316,E041,Software,High,Resolved,IT003,2026-06-05 01:10:00,2026-06-05 03:10:00,2026-06-06 08:10:00,Application issue resolved
T0317,E008,Software,Medium,Resolved,IT003,2026-06-10 06:33:00,2026-06-10 07:33:00,2026-06-11 16:33:00,Outlook repaired
T0318,E001,Hardware,Critical,Resolved,IT002,2026-08-27 07:30:00,2026-08-27 07:30:00,2026-08-27 23:30:00,Hardware component replaced
T0319,E009,Access,Medium,Resolved,IT004,2026-04-06 03:09:00,2026-04-06 04:09:00,2026-04-07 01:09:00,Account unlocked
T0320,E043,Hardware,Medium,Resolved,IT002,2026-04-18 02:33:00,2026-04-18 06:33:00,2026-04-20 02:33:00,Keyboard replaced
T0321,E014,Hardware,Low,Resolved,IT001,2026-07-30 04:15:00,2026-07-30 04:15:00,2026-07-30 15:15:00,Hardware component replaced
T0322,E023,Software,Low,In Progress,IT001,2026-05-25 07:24:00,2026-05-25 10:24:00,,
T0323,E020,Software,Medium,Resolved,IT004,2026-04-20 01:47:00,2026-04-20 02:47:00,2026-04-21 11:47:00,Outlook repaired
T0324,E042,Network,Low,Resolved,IT003,2026-01-30 05:22:00,2026-01-30 07:22:00,2026-01-31 04:22:00,Network adapter restarted
T0325,E018,Network,Low,Open,IT004,2026-04-21 05:16:00,2026-04-21 09:16:00,,
T0326,E004,Access,Critical,Resolved,IT004,2026-03-12 05:09:00,2026-03-12 08:09:00,2026-03-12 13:09:00,Password reset
T0327,E034,Software,Medium,Open,IT004,2026-08-21 08:54:00,2026-08-21 10:54:00,,
T0328,E015,Hardware,High,Resolved,IT004,2026-04-30 04:57:00,2026-04-30 08:57:00,2026-04-30 13:57:00,Keyboard replaced
T0329,E033,Software,Medium,In Progress,IT003,2026-07-08 00:29:00,2026-07-08 02:29:00,,
T0330,E007,Access,Low,In Progress,IT005,2026-05-27 04:27:00,2026-05-27 05:27:00,,
T0331,E042,Hardware,Low,Open,IT005,2026-03-02 04:00:00,2026-03-02 04:00:00,,
T0332,E032,Software,High,Open,IT004,2026-07-22 00:24:00,2026-07-22 03:24:00,,
T0333,E016,Software,Medium,In Progress,IT005,2026-02-23 03:43:00,2026-02-23 06:43:00,,
T0334,E028,Network,Medium,Resolved,IT004,2026-01-13 01:46:00,2026-01-13 02:46:00,2026-01-13 23:46:00,Network adapter restarted
T0335,E020,Software,Critical,Resolved,IT003,2026-07-12 02:23:00,2026-07-12 04:23:00,2026-07-13 02:23:00,Software updated
T0336,E038,Access,Critical,Resolved,IT002,2026-07-02 05:47:00,2026-07-02 08:47:00,2026-07-03 15:47:00,Account unlocked
T0337,E049,Hardware,Low,Resolved,IT001,2026-02-24 00:56:00,2026-02-24 01:56:00,2026-02-24 11:56:00,Laptop issue fixed
T0338,E029,Access,High,Resolved,IT001,2026-08-20 05:47:00,2026-08-20 05:47:00,2026-08-21 13:47:00,Password reset
T0339,E014,Hardware,High,Resolved,IT003,2026-06-04 05:03:00,2026-06-04 07:03:00,2026-06-04 16:03:00,Laptop issue fixed
T0340,E010,Hardware,Critical,Resolved,IT002,2026-06-18 05:48:00,2026-06-18 06:48:00,2026-06-20 04:48:00,Hardware component replaced
T0341,E031,Access,Critical,Resolved,IT001,2026-01-12 07:24:00,2026-01-12 07:24:00,2026-01-13 08:24:00,User permission updated
T0342,E003,Network,Low,In Progress,IT003,2026-02-20 04:32:00,2026-02-20 04:32:00,,
T0343,E012,Software,Low,Resolved,IT005,2026-02-08 07:38:00,2026-02-08 07:38:00,2026-02-09 00:38:00,Application issue resolved
T0344,E027,Access,Medium,Resolved,IT005,2026-07-31 01:21:00,2026-07-31 01:21:00,2026-07-31 07:21:00,Access restored
T0345,E017,Access,Medium,Open,IT003,2026-01-18 07:59:00,2026-01-18 07:59:00,,
T0346,E007,Software,Critical,Resolved,IT004,2026-03-22 07:37:00,2026-03-22 09:37:00,2026-03-23 19:37:00,Application reinstalled
T0347,E029,Access,Medium,Resolved,IT003,2026-05-12 04:21:00,2026-05-12 05:21:00,2026-05-14 03:21:00,Password reset
T0348,E031,Software,Critical,Open,IT003,2026-01-31 07:05:00,2026-01-31 08:05:00,,
T0349,E027,Access,High,Open,IT001,2026-03-12 02:50:00,2026-03-12 02:50:00,,
T0350,E004,Network,High,Open,IT002,2026-08-02 03:43:00,2026-08-02 03:43:00,,
T0351,E025,Software,High,Open,IT002,2026-06-02 02:52:00,2026-06-02 03:52:00,,
T0352,E038,Access,Medium,Open,IT003,2026-01-29 07:38:00,2026-01-29 07:38:00,,
T0353,E049,Network,Medium,Resolved,IT002,2026-07-05 03:04:00,2026-07-05 04:04:00,2026-07-06 21:04:00,VPN configuration fixed
T0354,E006,Hardware,Low,Open,IT005,2026-05-18 02:44:00,2026-05-18 05:44:00,,
T0355,E013,Software,High,Resolved,IT002,2026-02-21 06:50:00,2026-02-21 09:50:00,2026-02-22 14:50:00,Application issue resolved
T0356,E011,Network,Low,Resolved,IT003,2026-02-03 03:08:00,2026-02-03 03:08:00,2026-02-03 04:08:00,Internet connectivity restored
T0357,E001,Network,Critical,Resolved,IT003,2026-02-25 02:08:00,2026-02-25 03:08:00,2026-02-26 11:08:00,Network adapter restarted
T0358,E046,Access,High,Resolved,IT003,2026-05-07 05:11:00,2026-05-07 06:11:00,2026-05-08 02:11:00,Account unlocked
T0359,E014,Access,Low,Open,IT004,2026-06-11 07:32:00,2026-06-11 11:32:00,,
T0360,E035,Hardware,Critical,Resolved,IT005,2026-03-15 06:43:00,2026-03-15 10:43:00,2026-03-17 07:43:00,Hardware component replaced
T0361,E030,Network,Medium,Open,IT002,2026-06-15 03:09:00,2026-06-15 07:09:00,,
T0362,E034,Network,Medium,Resolved,IT001,2026-02-04 04:17:00,2026-02-04 08:17:00,2026-02-05 23:17:00,Network adapter restarted
T0363,E003,Access,Low,Resolved,IT001,2026-07-20 02:16:00,2026-07-20 04:16:00,2026-07-21 20:16:00,Password reset
T0364,E047,Software,Low,Resolved,IT003,2026-08-22 00:54:00,2026-08-22 02:54:00,2026-08-23 20:54:00,Application reinstalled
T0365,E033,Software,Medium,Open,IT004,2026-05-01 03:15:00,2026-05-01 05:15:00,,
T0366,E012,Network,High,In Progress,IT002,2026-07-04 02:23:00,2026-07-04 05:23:00,,
T0367,E033,Software,Critical,In Progress,IT002,2026-06-26 03:29:00,2026-06-26 06:29:00,,
T0368,E043,Hardware,Critical,Resolved,IT005,2026-04-18 02:42:00,2026-04-18 04:42:00,2026-04-18 15:42:00,Keyboard replaced
T0369,E025,Hardware,Low,In Progress,IT003,2026-04-30 01:29:00,2026-04-30 02:29:00,,
T0370,E049,Hardware,High,Resolved,IT001,2026-08-08 04:37:00,2026-08-08 05:37:00,2026-08-10 03:37:00,Keyboard replaced
T0371,E021,Software,Critical,Resolved,IT004,2026-02-06 08:14:00,2026-02-06 10:14:00,2026-02-07 11:14:00,Outlook repaired
T0372,E050,Network,Low,Open,IT002,2026-04-15 05:40:00,2026-04-15 06:40:00,,
T0373,E031,Access,Critical,Resolved,IT001,2026-03-13 07:21:00,2026-03-13 07:21:00,2026-03-15 05:21:00,Account unlocked
T0374,E033,Hardware,Medium,Open,IT003,2026-08-05 03:32:00,2026-08-05 06:32:00,,
T0375,E028,Hardware,High,Resolved,IT001,2026-03-05 08:17:00,2026-03-05 10:17:00,2026-03-06 07:17:00,Hardware component replaced
T0376,E001,Hardware,High,Resolved,IT004,2026-08-22 06:39:00,2026-08-22 08:39:00,2026-08-23 23:39:00,Laptop issue fixed
T0377,E030,Hardware,Medium,In Progress,IT003,2026-07-09 04:57:00,2026-07-09 08:57:00,,
T0378,E012,Hardware,High,Resolved,IT001,2026-02-15 08:50:00,2026-02-15 11:50:00,2026-02-16 23:50:00,Monitor cable replaced
T0379,E043,Hardware,Critical,In Progress,IT002,2026-06-08 05:37:00,2026-06-08 08:37:00,,
T0380,E015,Hardware,High,Open,IT004,2026-05-17 02:04:00,2026-05-17 04:04:00,,
T0381,E032,Access,Low,In Progress,IT002,2026-06-28 04:53:00,2026-06-28 08:53:00,,
T0382,E047,Network,Critical,Resolved,IT001,2026-02-09 02:29:00,2026-02-09 05:29:00,2026-02-09 22:29:00,Network adapter restarted
T0383,E011,Hardware,Low,Open,IT001,2026-08-21 04:15:00,2026-08-21 04:15:00,,
T0384,E030,Network,High,Resolved,IT005,2026-08-04 02:33:00,2026-08-04 04:33:00,2026-08-06 00:33:00,Internet connectivity restored
T0385,E045,Software,Medium,Resolved,IT002,2026-06-08 08:47:00,2026-06-08 11:47:00,2026-06-08 23:47:00,Outlook repaired
T0386,E021,Network,Medium,Resolved,IT001,2026-01-04 01:25:00,2026-01-04 04:25:00,2026-01-04 16:25:00,Network adapter restarted
T0387,E019,Software,Low,Resolved,IT003,2026-01-11 04:46:00,2026-01-11 06:46:00,2026-01-12 18:46:00,Software updated
T0388,E039,Hardware,High,Resolved,IT001,2026-08-05 02:47:00,2026-08-05 03:47:00,2026-08-06 03:47:00,Laptop issue fixed
T0389,E019,Access,Critical,In Progress,IT005,2026-07-11 05:23:00,2026-07-11 05:23:00,,
T0390,E027,Software,Low,Open,IT003,2026-07-10 06:10:00,2026-07-10 06:10:00,,
T0391,E040,Access,Medium,In Progress,IT001,2026-03-25 07:54:00,2026-03-25 09:54:00,,
T0392,E029,Access,High,Resolved,IT004,2026-01-23 05:30:00,2026-01-23 06:30:00,2026-01-24 16:30:00,Account unlocked
T0393,E019,Software,Critical,Resolved,IT002,2026-05-29 07:23:00,2026-05-29 09:23:00,2026-05-30 12:23:00,Application issue resolved
T0394,E046,Hardware,Medium,Resolved,IT001,2026-06-13 00:11:00,2026-06-13 00:11:00,2026-06-13 19:11:00,Laptop issue fixed
T0395,E045,Network,Low,Resolved,IT005,2026-05-31 00:24:00,2026-05-31 02:24:00,2026-06-01 21:24:00,VPN configuration fixed
T0396,E002,Software,High,Resolved,IT003,2026-06-02 08:05:00,2026-06-02 11:05:00,2026-06-02 23:05:00,Application issue resolved
T0397,E026,Hardware,Critical,Resolved,IT004,2026-07-08 03:38:00,2026-07-08 05:38:00,2026-07-09 15:38:00,Monitor cable replaced
T0398,E035,Network,Low,Resolved,IT001,2026-03-29 07:12:00,2026-03-29 08:12:00,2026-03-29 12:12:00,VPN configuration fixed
T0399,E043,Software,High,Resolved,IT005,2026-05-24 01:22:00,2026-05-24 01:22:00,2026-05-24 14:22:00,Outlook repaired
T0400,E035,Network,Medium,Resolved,IT003,2026-08-26 07:54:00,2026-08-26 09:54:00,2026-08-26 20:54:00,Wi-Fi connection fixed
T0401,E007,Hardware,Low,Resolved,IT003,2026-02-15 05:21:00,2026-02-15 07:21:00,2026-02-16 08:21:00,Keyboard replaced
T0402,E018,Network,High,Resolved,IT002,2026-07-05 08:54:00,2026-07-05 09:54:00,2026-07-07 04:54:00,Internet connectivity restored
T0403,E042,Network,High,Resolved,IT004,2026-05-07 07:17:00,2026-05-07 11:17:00,2026-05-09 00:17:00,Internet connectivity restored
T0404,E013,Hardware,Medium,Resolved,IT002,2026-04-29 04:03:00,2026-04-29 07:03:00,2026-04-30 03:03:00,Monitor cable replaced
T0405,E025,Software,Medium,Resolved,IT001,2026-07-11 05:17:00,2026-07-11 07:17:00,2026-07-12 17:17:00,Outlook repaired
T0406,E020,Hardware,Low,Resolved,IT005,2026-04-08 06:30:00,2026-04-08 06:30:00,2026-04-08 21:30:00,Hardware component replaced
T0407,E004,Access,High,In Progress,IT004,2026-03-08 07:43:00,2026-03-08 07:43:00,,
T0408,E049,Access,Critical,Resolved,IT004,2026-01-21 04:22:00,2026-01-21 07:22:00,2026-01-21 10:22:00,Access restored
T0409,E036,Software,Medium,Open,IT005,2026-08-09 05:53:00,2026-08-09 06:53:00,,
T0410,E041,Hardware,High,In Progress,IT003,2026-02-27 08:38:00,2026-02-27 08:38:00,,
T0411,E031,Network,Critical,In Progress,IT003,2026-01-01 06:25:00,2026-01-01 06:25:00,,
T0412,E023,Access,Critical,Resolved,IT001,2026-01-28 03:09:00,2026-01-28 04:09:00,2026-01-29 15:09:00,Access restored
T0413,E006,Software,Low,Open,IT001,2026-07-13 00:18:00,2026-07-13 01:18:00,,
T0414,E009,Network,High,Resolved,IT005,2026-07-02 06:09:00,2026-07-02 08:09:00,2026-07-04 05:09:00,Wi-Fi connection fixed
T0415,E003,Software,Medium,Open,IT004,2026-08-21 07:54:00,2026-08-21 10:54:00,,
T0416,E007,Hardware,High,Resolved,IT001,2026-01-20 04:08:00,2026-01-20 06:08:00,2026-01-21 12:08:00,Hardware component replaced
T0417,E048,Access,Critical,Open,IT002,2026-04-01 02:24:00,2026-04-01 03:24:00,,
T0418,E041,Software,Medium,In Progress,IT001,2026-07-27 06:24:00,2026-07-27 10:24:00,,
T0419,E006,Hardware,Low,Resolved,IT005,2026-03-07 06:25:00,2026-03-07 08:25:00,2026-03-07 11:25:00,Laptop issue fixed
T0420,E038,Software,Medium,Open,IT003,2026-07-30 00:39:00,2026-07-30 02:39:00,,
T0421,E018,Access,High,Resolved,IT002,2026-03-24 07:51:00,2026-03-24 11:51:00,2026-03-25 10:51:00,User permission updated
T0422,E038,Hardware,Low,Open,IT003,2026-01-24 05:32:00,2026-01-24 09:32:00,,
T0423,E048,Hardware,Medium,Resolved,IT002,2026-07-26 07:19:00,2026-07-26 09:19:00,2026-07-26 18:19:00,Keyboard replaced
T0424,E024,Hardware,Medium,In Progress,IT005,2026-06-28 02:47:00,2026-06-28 06:47:00,,
T0425,E001,Hardware,High,Open,IT004,2026-08-23 00:30:00,2026-08-23 00:30:00,,
T0426,E010,Access,Critical,In Progress,IT002,2026-07-16 00:18:00,2026-07-16 03:18:00,,
T0427,E014,Software,Critical,Resolved,IT003,2026-06-22 05:12:00,2026-06-22 06:12:00,2026-06-23 00:12:00,Application reinstalled
T0428,E043,Hardware,Medium,Resolved,IT004,2026-04-08 01:20:00,2026-04-08 01:20:00,2026-04-08 11:20:00,Laptop issue fixed
T0429,E046,Access,Medium,In Progress,IT001,2026-05-26 00:58:00,2026-05-26 02:58:00,,
T0430,E005,Access,Critical,In Progress,IT003,2026-05-15 01:19:00,2026-05-15 05:19:00,,
T0431,E021,Hardware,High,Resolved,IT005,2026-04-24 03:33:00,2026-04-24 04:33:00,2026-04-24 10:33:00,Keyboard replaced
T0432,E007,Hardware,Low,In Progress,IT004,2026-02-26 05:47:00,2026-02-26 05:47:00,,
T0433,E037,Software,High,Open,IT004,2026-01-13 00:57:00,2026-01-13 02:57:00,,
T0434,E018,Network,Medium,Resolved,IT004,2026-03-13 02:05:00,2026-03-13 05:05:00,2026-03-14 02:05:00,Internet connectivity restored
T0435,E033,Network,Low,Open,IT003,2026-01-25 06:55:00,2026-01-25 10:55:00,,
T0436,E008,Software,Critical,Open,IT003,2026-07-09 03:27:00,2026-07-09 03:27:00,,
T0437,E018,Hardware,High,In Progress,IT005,2026-04-11 07:01:00,2026-04-11 08:01:00,,
T0438,E045,Software,Medium,Open,IT001,2026-07-09 02:23:00,2026-07-09 04:23:00,,
T0439,E011,Software,Low,Resolved,IT004,2026-03-20 02:43:00,2026-03-20 06:43:00,2026-03-21 02:43:00,Application issue resolved
T0440,E001,Software,Critical,Resolved,IT005,2026-04-28 07:02:00,2026-04-28 10:02:00,2026-04-29 15:02:00,Application reinstalled
T0441,E047,Network,High,Resolved,IT005,2026-01-15 08:44:00,2026-01-15 09:44:00,2026-01-15 12:44:00,Network adapter restarted
T0442,E038,Software,Critical,In Progress,IT005,2026-05-14 06:57:00,2026-05-14 07:57:00,,
T0443,E035,Access,Critical,Resolved,IT005,2026-04-04 03:08:00,2026-04-04 03:08:00,2026-04-05 13:08:00,User permission updated
T0444,E005,Access,High,In Progress,IT005,2026-05-28 04:14:00,2026-05-28 06:14:00,,
T0445,E038,Hardware,High,Open,IT001,2026-08-19 00:39:00,2026-08-19 03:39:00,,
T0446,E006,Access,High,Resolved,IT001,2026-02-05 03:22:00,2026-02-05 03:22:00,2026-02-05 15:22:00,Password reset
T0447,E006,Hardware,Low,Resolved,IT004,2026-06-30 06:22:00,2026-06-30 08:22:00,2026-07-02 01:22:00,Hardware component replaced
T0448,E033,Network,Low,Resolved,IT001,2026-04-29 08:56:00,2026-04-29 12:56:00,2026-04-29 15:56:00,Internet connectivity restored
T0449,E002,Access,Medium,Resolved,IT005,2026-04-10 04:44:00,2026-04-10 07:44:00,2026-04-11 11:44:00,Account unlocked
